OrderID,CustomerID,OrderAmount,OrderDate
O056701,C0701,3667.25,2024-05-05
O056702,C0702,3684.48,2024-05-06
O056703,C0703,3701.99,2024-05-07
O056704,C0704,3718.92,2024-05-08
O056705,C0705,3735.7,2024-05-09
O056706,C0706,3752.51,2024-05-10
O056707,C0707,3769.44,2024-05-11
O056708,C0708,3786.43,2024-05-12
O056709,C0709,3803.52,2024-05-13
O056710,C0710,3820.59,2024-05-14
O056711,C0711,3837.18,2024-05-15
O056712,C0712,3854.97,2024-05-16
O056713,C0713,3871.09,2024-05-17
O056714,C0714,3888.09,2024-05-18
O056715,C0715,3905.72,2024-05-19
O056716,C0716,3922.68,2024-05-20
O056717,C0717,3939.54,2024-05-21
O056718,C0718,3956.84,2024-05-22
O056719,C0719,3973.21,2024-05-23
O056720,C0720,3990.4,2024-05-24
O056721,C0721,4007.49,2024-05-25
O056722,C0722,4024.38,2024-05-26
O056723,C0723,4041.98,2024-05-27
O056724,C0724,4058.87,2024-05-28
O056725,C0725,4075.41,2024-05-29
O056726,C0726,4092.47,2024-05-30
O056727,C0727,4109.25,2024-05-31
O056728,C0728,4126.68,2024-06-01
O056729,C0729,4143.52,2024-06-02
O056730,C0730,4160.47,2024-06-03
O056731,C0731,4177.82,2024-06-04
O056732,C0732,4194.81,2024-06-05
O056733,C0733,4211.59,2024-06-06
O056734,C0734,4228.3,2024-06-07
O056735,C0735,4245.81,2024-06-08
O056736,C0736,4262.33,2024-06-09
O056737,C0737,4279.92,2024-06-10
O056738,C0738,4296.93,2024-06-11
O056739,C0739,4313.69,2024-06-12
O056740,C0740,4330.64,2024-06-13
O056741,C0741,4347.25,2024-06-14
O056742,C0742,4364.76,2024-06-15
O056743,C0743,4381.96,2024-06-16
O056744,C0744,4398.26,2024-06-17
O056745,C0745,4415.49,2024-06-18
O056746,C0746,4432.83,2024-06-19
O056747,C0747,4449.86,2024-06-20
O056748,C0748,4466.16,2024-06-21
O056749,C0749,4483.85,2024-06-22
O056750,C0750,4500.45,2024-06-23
O056751,C0751,4517.14,2024-06-24
O056752,C0752,4534.61,2024-06-25
O056753,C0753,4551.31,2024-06-26
O056754,C0754,4568.12,2024-06-27
O056755,C0755,4585.29,2024-06-28
O056756,C0756,4602.14,2024-06-29
O056757,C0757,4619.93,2024-06-30
O056758,C0758,4636.93,2024-07-01
O056759,C0759,4653.71,2024-07-02
O056760,C0760,4670.81,2024-07-03
O056761,C0761,4687.43,2024-07-04
O056762,C0762,4704.88,2024-07-05
O056763,C0763,4721.7,2024-07-06
O056764,C0764,4738.53,2024-07-07
O056765,C0765,4755.14,2024-07-08
O056766,C0766,4772.61,2024-07-09
O056767,C0767,4789.08,2024-07-10
O056768,C0768,4806.87,2024-07-11
O056769,C0769,4823.79,2024-07-12
O056770,C0770,4840.35,2024-07-13
O056771,C0771,4857.81,2024-07-14
O056772,C0772,4874.96,2024-07-15
O056773,C0773,4891.61,2024-07-16
O056774,C0774,4908.48,2024-07-17
O056775,C0775,4925.24,2024-07-18
O056776,C0776,4942.45,2024-07-19
O056777,C0777,4959.05,2024-07-20
O056778,C0778,4976.7,2024-07-21
O056779,C0779,4993.19,2024-07-22
O056780,C0780,60.88,2024-07-23
O056781,C0781,77.72,2024-07-24
O056782,C0782,94.13,2024-07-25
O056783,C0783,111.71,2024-07-26
O056784,C0784,128.57,2024-07-27
O056785,C0785,145.53,2024-07-28
O056786,C0786,162.5,2024-07-29
O056787,C0787,179.61,2024-07-30
O056788,C0788,196.07,2024-07-31
O056789,C0789,213.69,2024-08-01
O056790,C0790,230.18,2024-08-02
O056791,C0791,247.32,2024-08-03
O056792,C0792,264.07,2024-08-04
O056793,C0793,281.71,2024-08-05
O056794,C0794,298.07,2024-08-06
O056795,C0795,315.23,2024-08-07
O056796,C0796,332.22,2024-08-08
O056797,C0797,349.4,2024-08-09
O056798,C0798,366.32,2024-08-10
O056799,C0799,383.06,2024-08-11
O056800,C0800,400.33,2024-08-12
O056801,C0801,417.32,2024-08-13
O056802,C0802,434.43,2024-08-14
O056803,C0803,451.4,2024-08-15
O056804,C0804,468.75,2024-08-16
O056805,C0805,485.92,2024-08-17
O056806,C0806,502.88,2024-08-18
O056807,C0807,519.04,2024-08-19
O056808,C0808,536.9,2024-08-20
O056809,C0809,553.09,2024-08-21
O056810,C0810,570.35,2024-08-22
O056811,C0811,587.82,2024-08-23
O056812,C0812,604.82,2024-08-24
O056813,C0813,621.06,2024-08-25
O056814,C0814,638.52,2024-08-26
O056815,C0815,655.11,2024-08-27
O056816,C0816,672.9,2024-08-28
O056817,C0817,689.62,2024-08-29
O056818,C0818,706.54,2024-08-30
O056819,C0819,723.2,2024-08-31
O056820,C0820,740.94,2024-09-01
O056821,C0821,757.78,2024-09-02
O056822,C0822,774.66,2024-09-03
O056823,C0823,791.07,2024-09-04
O056824,C0824,808.21,2024-09-05
O056825,C0825,825.6,2024-09-06
O056826,C0826,842.62,2024-09-07
O056827,C0827,859.25,2024-09-08
O056828,C0828,876.91,2024-09-09
O056829,C0829,893.91,2024-09-10
O056830,C0830,910.99,2024-09-11
O056831,C0831,927.89,2024-09-12
O056832,C0832,944.51,2024-09-13
O056833,C0833,961.12,2024-09-14
O056834,C0834,978.44,2024-09-15
O056835,C0835,995.02,2024-09-16
O056836,C0836,1012.55,2024-09-17
O056837,C0837,1029.25,2024-09-18
O056838,C0838,1046.04,2024-09-19
O056839,C0839,1063.06,2024-09-20
O056840,C0840,1080.97,2024-09-21
O056841,C0841,1097.58,2024-09-22
O056842,C0842,1114.34,2024-09-23
O056843,C0843,1131.65,2024-09-24
O056844,C0844,1148.76,2024-09-25
O056845,C0845,1165.19,2024-09-26
O056846,C0846,1182.78,2024-09-27
O056847,C0847,1199.04,2024-09-28
O056848,C0848,1216.51,2024-09-29
O056849,C0849,1233.64,2024-09-30
O056850,C0850,1250.67,2024-10-01
O056851,C0851,1267.77,2024-10-02
O056852,C0852,1284.2,2024-10-03
O056853,C0853,1301.07,2024-10-04
O056854,C0854,1318.52,2024-10-05
O056855,C0855,1335.92,2024-10-06
O056856,C0856,1352.35,2024-10-07
O056857,C0857,1369.57,2024-10-08
O056858,C0858,1386.13,2024-10-09
O056859,C0859,1403.92,2024-10-10
O056860,C0860,1420.4,2024-10-11
O056861,C0861,1437.26,2024-10-12
O056862,C0862,1454.16,2024-10-13
O056863,C0863,1471.31,2024-10-14
O056864,C0864,1488.08,2024-10-15
O056865,C0865,1505.47,2024-10-16
O056866,C0866,1522.71,2024-10-17
O056867,C0867,1539.56,2024-10-18
O056868,C0868,1556.16,2024-10-19
O056869,C0869,1573.17,2024-10-20
O056870,C0870,1590.83,2024-10-21
O056871,C0871,1607.28,2024-10-22
O056872,C0872,1624.62,2024-10-23
O056873,C0873,1641.31,2024-10-24
O056874,C0874,1658.94,2024-10-25
O056875,C0875,1675.32,2024-10-26
O056876,C0876,1692.91,2024-10-27
O056877,C0877,1709.95,2024-10-28
O056878,C0878,1726.82,2024-10-29
O056879,C0879,1743.7,2024-10-30
O056880,C0880,1760.65,2024-10-31
O056881,C0881,1777.65,2024-11-01
O056882,C0882,1794.46,2024-11-02
O056883,C0883,1811.74,2024-11-03
O056884,C0884,1828.2,2024-11-04
O056885,C0885,1845.68,2024-11-05
O056886,C0886,1862.02,2024-11-06
O056887,C0887,1879.57,2024-11-07
O056888,C0888,1896.25,2024-11-08
O056889,C0889,1913.33,2024-11-09
O056890,C0890,1930.11,2024-11-10
O056891,C0891,1947.29,2024-11-11
O056892,C0892,1964.03,2024-11-12
O056893,C0893,1981.48,2024-11-13
O056894,C0894,1998.79,2024-11-14
O056895,C0895,2015.01,2024-11-15
O056896,C0896,2032.47,2024-11-16
O056897,C0897,2049.46,2024-11-17
O056898,C0898,2066.19,2024-11-18
O056899,C0899,2083.78,2024-11-19
O056900,C0900,2100.79,2024-11-20
O056901,C0901,2117.4,2024-11-21
O056902,C0902,2134.32,2024-11-22
O056903,C0903,2151.33,2024-11-23
O056904,C0904,2168.99,2024-11-24
O056905,C0905,2185.48,2024-11-25
O056906,C0906,2202.32,2024-11-26
O056907,C0907,2219.47,2024-11-27
O056908,C0908,2236.6,2024-11-28
O056909,C0909,2253.14,2024-11-29
O056910,C0910,2270.08,2024-11-30
O056911,C0911,2287.71,2024-12-01
O056912,C0912,2304.56,2024-12-02
O056913,C0913,2321.92,2024-12-03
O056914,C0914,2338.82,2024-12-04
O056915,C0915,2355.96,2024-12-05
O056916,C0916,2372.27,2024-12-06
O056917,C0917,2389.93,2024-12-07
O056918,C0918,2406.02,2024-12-08
O056919,C0919,2423.89,2024-12-09
O056920,C0920,2440.04,2024-12-10
O056921,C0921,2457.94,2024-12-11
O056922,C0922,2474.2,2024-12-12
O056923,C0923,2491.95,2024-12-13
O056924,C0924,2508.81,2024-12-14
O056925,C0925,2525.66,2024-12-15
O056926,C0926,2542.36,2024-12-16
O056927,C0927,2559.05,2024-12-17
O056928,C0928,2576.62,2024-12-18
O056929,C0929,2593.79,2024-12-19
O056930,C0930,2610.88,2024-12-20
O056931,C0931,2627.07,2024-12-21
O056932,C0932,2644.16,2024-12-22
O056933,C0933,2661.28,2024-12-23
O056934,C0934,2678.07,2024-12-24
O056935,C0935,2695.99,2024-12-25
O056936,C0936,2712.03,2024-12-26
O056937,C0937,2729.54,2024-12-27
O056938,C0938,2746.63,2024-12-28
O056939,C0939,2763.85,2024-12-29
O056940,C0940,2780.23,2024-12-30
O056941,C0941,2797.25,2024-01-01
O056942,C0942,2814.6,2024-01-02
O056943,C0943,2831.77,2024-01-03
O056944,C0944,2848.48,2024-01-04
O056945,C0945,2865.27,2024-01-05
O056946,C0946,2882.02,2024-01-06
O056947,C0947,2899.71,2024-01-07
O056948,C0948,2916.4,2024-01-08
O056949,C0949,2933.92,2024-01-09
O056950,C0950,2950.14,2024-01-10
O056951,C0951,2967.59,2024-01-11
O056952,C0952,2984.63,2024-01-12
O056953,C0953,3001.29,2024-01-13
O056954,C0954,3018.32,2024-01-14
O056955,C0955,3035.16,2024-01-15
O056956,C0956,3052.1,2024-01-16
O056957,C0957,3069.76,2024-01-17
O056958,C0958,3086.75,2024-01-18
O056959,C0959,3103.46,2024-01-19
O056960,C0960,3120.41,2024-01-20
O056961,C0961,3137.71,2024-01-21
O056962,C0962,3154.86,2024-01-22
O056963,C0963,3171.78,2024-01-23
O056964,C0964,3188.74,2024-01-24
O056965,C0965,3205.32,2024-01-25
O056966,C0966,3222.44,2024-01-26
O056967,C0967,3239.85,2024-01-27
O056968,C0968,3256.33,2024-01-28
O056969,C0969,3273.8,2024-01-29
O056970,C0970,3290.8,2024-01-30
O056971,C0971,3307.27,2024-01-31
O056972,C0972,3324.34,2024-02-01
O056973,C0973,3341.01,2024-02-02
O056974,C0974,3358.6,2024-02-03
O056975,C0975,3375.01,2024-02-04
O056976,C0976,3392.06,2024-02-05
O056977,C0977,3409.33,2024-02-06
O056978,C0978,3426.49,2024-02-07
O056979,C0979,3443.89,2024-02-08
O056980,C0980,3460.74,2024-02-09
O056981,C0981,3477.93,2024-02-10
O056982,C0982,3494.83,2024-02-11
O056983,C0983,3511.24,2024-02-12
O056984,C0984,3528.12,2024-02-13
O056985,C0985,3545.06,2024-02-14
O056986,C0986,3562.38,2024-02-15
O056987,C0987,3579.85,2024-02-16
O056988,C0988,3596.9,2024-02-17
O056989,C0989,3613.68,2024-02-18
O056990,C0990,3630.69,2024-02-19
O056991,C0991,3647.8,2024-02-20
O056992,C0992,3664.11,2024-02-21
O056993,C0993,3681.11,2024-02-22
O056994,C0994,3698.18,2024-02-23
O056995,C0995,3715.83,2024-02-24
O056996,C0996,3732.15,2024-02-25
O056997,C0997,3749.22,2024-02-26
O056998,C0998,3766.52,2024-02-27
O056999,C0999,3783.48,2024-02-28
O057000,C1000,3800.57,2024-02-29
O057001,C0001,3817.53,2024-03-01
O057002,C0002,3834.95,2024-03-02
O057003,C0003,3851.97,2024-03-03
O057004,C0004,3868.98,2024-03-04
O057005,C0005,3885.83,2024-03-05
O057006,C0006,3902.42,2024-03-06
O057007,C0007,3919.31,2024-03-07
O057008,C0008,3936.28,2024-03-08
O057009,C0009,3953.05,2024-03-09
O057010,C0010,3970.34,2024-03-10
O057011,C0011,3987.69,2024-03-11
O057012,C0012,4004.13,2024-03-12
O057013,C0013,4021.96,2024-03-13
O057014,C0014,4038.28,2024-03-14
O057015,C0015,4055.48,2024-03-15
O057016,C0016,4072.53,2024-03-16
O057017,C0017,4089.97,2024-03-17
O057018,C0018,4106.56,2024-03-18
O057019,C0019,4123.97,2024-03-19
O057020,C0020,4140.41,2024-03-20
O057021,C0021,4157.82,2024-03-21
O057022,C0022,4174.65,2024-03-22
O057023,C0023,4191.58,2024-03-23
O057024,C0024,4208.13,2024-03-24
O057025,C0025,4225.8,2024-03-25
O057026,C0026,4242.4,2024-03-26
O057027,C0027,4259.76,2024-03-27
O057028,C0028,4276.97,2024-03-28
O057029,C0029,4293.55,2024-03-29
O057030,C0030,4310.73,2024-03-30
O057031,C0031,4327.05,2024-03-31
O057032,C0032,4344.35,2024-04-01
O057033,C0033,4361.59,2024-04-02
O057034,C0034,4378.29,2024-04-03
O057035,C0035,4395.62,2024-04-04
O057036,C0036,4412.55,2024-04-05
O057037,C0037,4429.46,2024-04-06
O057038,C0038,4446.02,2024-04-07
O057039,C0039,4463.25,2024-04-08
O057040,C0040,4480.67,2024-04-09
O057041,C0041,4497.1,2024-04-10
O057042,C0042,4514.54,2024-04-11
O057043,C0043,4531.45,2024-04-12
O057044,C0044,4548.49,2024-04-13
O057045,C0045,4565.37,2024-04-14
O057046,C0046,4582.58,2024-04-15
O057047,C0047,4599.06,2024-04-16
O057048,C0048,4616.38,2024-04-17
O057049,C0049,4633.79,2024-04-18
O057050,C0050,4650.11,2024-04-19
O057051,C0051,4667.41,2024-04-20
O057052,C0052,4684.26,2024-04-21
O057053,C0053,4701.89,2024-04-22
O057054,C0054,4718.81,2024-04-23
O057055,C0055,4735.98,2024-04-24
O057056,C0056,4752.41,2024-04-25
O057057,C0057,4769.71,2024-04-26
O057058,C0058,4786.04,2024-04-27
O057059,C0059,4803.62,2024-04-28
O057060,C0060,4820.87,2024-04-29
O057061,C0061,4837.64,2024-04-30
O057062,C0062,4854.64,2024-05-01
O057063,C0063,4871.57,2024-05-02
O057064,C0064,4888.46,2024-05-03
O057065,C0065,4905.06,2024-05-04
O057066,C0066,4922.37,2024-05-05
O057067,C0067,4939.12,2024-05-06
O057068,C0068,4956.15,2024-05-07
O057069,C0069,4973.2,2024-05-08
O057070,C0070,4990.33,2024-05-09
O057071,C0071,57.15,2024-05-10
O057072,C0072,74.56,2024-05-11
O057073,C0073,91.45,2024-05-12
O057074,C0074,108.34,2024-05-13
O057075,C0075,125.51,2024-05-14
O057076,C0076,143.0,2024-05-15
O057077,C0077,159.25,2024-05-16
O057078,C0078,176.8,2024-05-17
O057079,C0079,193.05,2024-05-18
O057080,C0080,210.15,2024-05-19
O057081,C0081,227.21,2024-05-20
O057082,C0082,244.47,2024-05-21
O057083,C0083,261.49,2024-05-22
O057084,C0084,278.86,2024-05-23
O057085,C0085,295.0,2024-05-24
O057086,C0086,312.8,2024-05-25
O057087,C0087,329.78,2024-05-26
O057088,C0088,346.49,2024-05-27
O057089,C0089,363.72,2024-05-28
O057090,C0090,380.81,2024-05-29
O057091,C0091,397.58,2024-05-30
O057092,C0092,414.73,2024-05-31
O057093,C0093,431.09,2024-06-01
O057094,C0094,448.06,2024-06-02
O057095,C0095,465.39,2024-06-03
O057096,C0096,482.91,2024-06-04
O057097,C0097,499.65,2024-06-05
O057098,C0098,516.65,2024-06-06
O057099,C0099,533.21,2024-06-07
O057100,C0100,550.76,2024-06-08
O057101,C0101,567.94,2024-06-09
O057102,C0102,584.94,2024-06-10
O057103,C0103,601.3,2024-06-11
O057104,C0104,618.36,2024-06-12
O057105,C0105,635.12,2024-06-13
O057106,C0106,652.73,2024-06-14
O057107,C0107,669.01,2024-06-15
O057108,C0108,687.0,2024-06-16
O057109,C0109,703.52,2024-06-17
O057110,C0110,720.52,2024-06-18
O057111,C0111,737.4,2024-06-19
O057112,C0112,754.2,2024-06-20
O057113,C0113,771.75,2024-06-21
O057114,C0114,788.55,2024-06-22
O057115,C0115,805.41,2024-06-23
O057116,C0116,822.02,2024-06-24
O057117,C0117,839.16,2024-06-25
O057118,C0118,856.31,2024-06-26
O057119,C0119,873.54,2024-06-27
O057120,C0120,890.57,2024-06-28
O057121,C0121,907.88,2024-06-29
O057122,C0122,924.33,2024-06-30
O057123,C0123,941.51,2024-07-01
O057124,C0124,958.5,2024-07-02
O057125,C0125,975.08,2024-07-03
O057126,C0126,992.94,2024-07-04
O057127,C0127,1009.34,2024-07-05
O057128,C0128,1026.78,2024-07-06
O057129,C0129,1043.78,2024-07-07
O057130,C0130,1060.67,2024-07-08
O057131,C0131,1077.45,2024-07-09
O057132,C0132,1094.3,2024-07-10
O057133,C0133,1111.12,2024-07-11
O057134,C0134,1128.31,2024-07-12
O057135,C0135,1145.91,2024-07-13
O057136,C0136,1162.54,2024-07-14
O057137,C0137,1179.23,2024-07-15
O057138,C0138,1196.09,2024-07-16
O057139,C0139,1213.61,2024-07-17
O057140,C0140,1230.49,2024-07-18
O057141,C0141,1247.49,2024-07-19
O057142,C0142,1264.1,2024-07-20
O057143,C0143,1281.02,2024-07-21
O057144,C0144,1298.81,2024-07-22
O057145,C0145,1315.26,2024-07-23
O057146,C0146,1332.81,2024-07-24
O057147,C0147,1349.05,2024-07-25
O057148,C0148,1366.52,2024-07-26
O057149,C0149,1383.11,2024-07-27
O057150,C0150,1400.01,2024-07-28
O057151,C0151,1417.03,2024-07-29
O057152,C0152,1434.44,2024-07-30
O057153,C0153,1451.95,2024-07-31
O057154,C0154,1468.72,2024-08-01
O057155,C0155,1485.26,2024-08-02
O057156,C0156,1502.23,2024-08-03
O057157,C0157,1519.61,2024-08-04
O057158,C0158,1536.59,2024-08-05
O057159,C0159,1553.46,2024-08-06
O057160,C0160,1570.76,2024-08-07
O057161,C0161,1587.4,2024-08-08
O057162,C0162,1604.12,2024-08-09
O057163,C0163,1621.83,2024-08-10
O057164,C0164,1638.6,2024-08-11
O057165,C0165,1655.68,2024-08-12
O057166,C0166,1672.45,2024-08-13
O057167,C0167,1689.72,2024-08-14
O057168,C0168,1706.39,2024-08-15
O057169,C0169,1723.51,2024-08-16
O057170,C0170,1740.3,2024-08-17
O057171,C0171,1757.83,2024-08-18
O057172,C0172,1774.3,2024-08-19
O057173,C0173,1791.7,2024-08-20
O057174,C0174,1808.36,2024-08-21
O057175,C0175,1825.27,2024-08-22
O057176,C0176,1842.57,2024-08-23
O057177,C0177,1859.29,2024-08-24
O057178,C0178,1876.15,2024-08-25
O057179,C0179,1893.27,2024-08-26
O057180,C0180,1910.41,2024-08-27
O057181,C0181,1927.13,2024-08-28
O057182,C0182,1944.94,2024-08-29
O057183,C0183,1961.45,2024-08-30
O057184,C0184,1978.56,2024-08-31
O057185,C0185,1995.26,2024-09-01
O057186,C0186,2012.54,2024-09-02
O057187,C0187,2029.74,2024-09-03
O057188,C0188,2046.82,2024-09-04
O057189,C0189,2063.86,2024-09-05
O057190,C0190,2080.51,2024-09-06
O057191,C0191,2097.31,2024-09-07
O057192,C0192,2114.93,2024-09-08
O057193,C0193,2131.02,2024-09-09
O057194,C0194,2148.84,2024-09-10
O057195,C0195,2165.04,2024-09-11
O057196,C0196,2182.32,2024-09-12
O057197,C0197,2199.15,2024-09-13
O057198,C0198,2216.22,2024-09-14
O057199,C0199,2233.94,2024-09-15
O057200,C0200,2250.13,2024-09-16
O057201,C0201,2267.32,2024-09-17
O057202,C0202,2284.98,2024-09-18
O057203,C0203,2301.65,2024-09-19
O057204,C0204,2318.14,2024-09-20
O057205,C0205,2335.94,2024-09-21
O057206,C0206,2352.05,2024-09-22
O057207,C0207,2369.47,2024-09-23
O057208,C0208,2386.07,2024-09-24
O057209,C0209,2403.33,2024-09-25
O057210,C0210,2420.74,2024-09-26
O057211,C0211,2437.61,2024-09-27
O057212,C0212,2454.37,2024-09-28
O057213,C0213,2471.39,2024-09-29
O057214,C0214,2488.04,2024-09-30
O057215,C0215,2505.24,2024-10-01
O057216,C0216,2522.09,2024-10-02
O057217,C0217,2539.96,2024-10-03
O057218,C0218,2556.19,2024-10-04
O057219,C0219,2573.46,2024-10-05
O057220,C0220,2590.98,2024-10-06
O057221,C0221,2607.7,2024-10-07
O057222,C0222,2624.34,2024-10-08
O057223,C0223,2641.48,2024-10-09
O057224,C0224,2658.03,2024-10-10
O057225,C0225,2675.94,2024-10-11
O057226,C0226,2692.32,2024-10-12
O057227,C0227,2709.69,2024-10-13
O057228,C0228,2726.61,2024-10-14
O057229,C0229,2743.69,2024-10-15
O057230,C0230,2760.17,2024-10-16
O057231,C0231,2777.32,2024-10-17
O057232,C0232,2794.01,2024-10-18
O057233,C0233,2811.0,2024-10-19
O057234,C0234,2828.79,2024-10-20
O057235,C0235,2845.2,2024-10-21
O057236,C0236,2862.73,2024-10-22
O057237,C0237,2879.51,2024-10-23
O057238,C0238,2896.9,2024-10-24
O057239,C0239,2913.87,2024-10-25
O057240,C0240,2930.55,2024-10-26
O057241,C0241,2947.69,2024-10-27
O057242,C0242,2964.09,2024-10-28
O057243,C0243,2981.51,2024-10-29
O057244,C0244,2998.24,2024-10-30
O057245,C0245,3015.36,2024-10-31
O057246,C0246,3032.19,2024-11-01
O057247,C0247,3050.0,2024-11-02
O057248,C0248,3066.37,2024-11-03
O057249,C0249,3083.14,2024-11-04
O057250,C0250,3100.21,2024-11-05
O057251,C0251,3117.86,2024-11-06
O057252,C0252,3134.29,2024-11-07
O057253,C0253,3151.82,2024-11-08
O057254,C0254,3168.88,2024-11-09
O057255,C0255,3185.42,2024-11-10
O057256,C0256,3202.93,2024-11-11
O057257,C0257,3219.02,2024-11-12
O057258,C0258,3236.36,2024-11-13
O057259,C0259,3253.24,2024-11-14
O057260,C0260,3270.62,2024-11-15
O057261,C0261,3287.16,2024-11-16
O057262,C0262,3304.8,2024-11-17
O057263,C0263,3321.74,2024-11-18
O057264,C0264,3338.92,2024-11-19
O057265,C0265,3355.71,2024-11-20
O057266,C0266,3372.48,2024-11-21
O057267,C0267,3389.12,2024-11-22
O057268,C0268,3406.75,2024-11-23
O057269,C0269,3423.62,2024-11-24
O057270,C0270,3440.69,2024-11-25
O057271,C0271,3457.6,2024-11-26
O057272,C0272,3474.39,2024-11-27
O057273,C0273,3491.85,2024-11-28
O057274,C0274,3508.2,2024-11-29
O057275,C0275,3525.15,2024-11-30
O057276,C0276,3542.05,2024-12-01
O057277,C0277,3559.17,2024-12-02
O057278,C0278,3576.85,2024-12-03
O057279,C0279,3593.75,2024-12-04
O057280,C0280,3610.61,2024-12-05
O057281,C0281,3627.16,2024-12-06
O057282,C0282,3644.21,2024-12-07
O057283,C0283,3661.64,2024-12-08
O057284,C0284,3678.4,2024-12-09
O057285,C0285,3695.38,2024-12-10
O057286,C0286,3712.67,2024-12-11
O057287,C0287,3729.02,2024-12-12
O057288,C0288,3746.24,2024-12-13
O057289,C0289,3763.77,2024-12-14
O057290,C0290,3780.26,2024-12-15
O057291,C0291,3797.49,2024-12-16
O057292,C0292,3814.46,2024-12-17
O057293,C0293,3831.77,2024-12-18
O057294,C0294,3848.75,2024-12-19
O057295,C0295,3865.4,2024-12-20
O057296,C0296,3882.39,2024-12-21
O057297,C0297,3899.29,2024-12-22
O057298,C0298,3916.37,2024-12-23
O057299,C0299,3933.42,2024-12-24
O057300,C0300,3950.3,2024-12-25
O057301,C0301,3967.59,2024-12-26
O057302,C0302,3984.57,2024-12-27
O057303,C0303,4001.6,2024-12-28
O057304,C0304,4018.17,2024-12-29
O057305,C0305,4035.1,2024-12-30
O057306,C0306,4052.23,2024-01-01
O057307,C0307,4069.66,2024-01-02
O057308,C0308,4086.83,2024-01-03
O057309,C0309,4103.4,2024-01-04
O057310,C0310,4120.56,2024-01-05
O057311,C0311,4137.88,2024-01-06
O057312,C0312,4154.8,2024-01-07
O057313,C0313,4171.68,2024-01-08
O057314,C0314,4188.77,2024-01-09
O057315,C0315,4205.37,2024-01-10
O057316,C0316,4222.23,2024-01-11
O057317,C0317,4239.4,2024-01-12
O057318,C0318,4256.09,2024-01-13
O057319,C0319,4273.3,2024-01-14
O057320,C0320,4290.13,2024-01-15
O057321,C0321,4307.46,2024-01-16
O057322,C0322,4324.22,2024-01-17
O057323,C0323,4341.62,2024-01-18
O057324,C0324,4358.04,2024-01-19
O057325,C0325,4375.24,2024-01-20
O057326,C0326,4392.91,2024-01-21
O057327,C0327,4409.61,2024-01-22
O057328,C0328,4426.31,2024-01-23
O057329,C0329,4443.14,2024-01-24
O057330,C0330,4460.35,2024-01-25
O057331,C0331,4477.43,2024-01-26
O057332,C0332,4494.07,2024-01-27
O057333,C0333,4511.93,2024-01-28
O057334,C0334,4528.4,2024-01-29
O057335,C0335,4545.47,2024-01-30
O057336,C0336,4562.18,2024-01-31
O057337,C0337,4579.86,2024-02-01
O057338,C0338,4596.64,2024-02-02
O057339,C0339,4613.29,2024-02-03
O057340,C0340,4630.83,2024-02-04
O057341,C0341,4647.59,2024-02-05
O057342,C0342,4664.72,2024-02-06
O057343,C0343,4681.57,2024-02-07
O057344,C0344,4698.73,2024-02-08
O057345,C0345,4715.9,2024-02-09
O057346,C0346,4732.9,2024-02-10
O057347,C0347,4749.29,2024-02-11
O057348,C0348,4766.95,2024-02-12
O057349,C0349,4783.54,2024-02-13
O057350,C0350,4800.28,2024-02-14
O057351,C0351,4817.61,2024-02-15
O057352,C0352,4834.29,2024-02-16
O057353,C0353,4851.23,2024-02-17
O057354,C0354,4868.42,2024-02-18
O057355,C0355,4885.98,2024-02-19
O057356,C0356,4902.52,2024-02-20
O057357,C0357,4919.94,2024-02-21
O057358,C0358,4936.45,2024-02-22
O057359,C0359,4953.24,2024-02-23
O057360,C0360,4970.06,2024-02-24
O057361,C0361,4987.64,2024-02-25
O057362,C0362,54.78,2024-02-26
O057363,C0363,71.37,2024-02-27
O057364,C0364,88.99,2024-02-28
O057365,C0365,105.49,2024-02-29
O057366,C0366,122.17,2024-03-01
O057367,C0367,139.77,2024-03-02
O057368,C0368,156.38,2024-03-03
O057369,C0369,173.95,2024-03-04
O057370,C0370,190.62,2024-03-05
O057371,C0371,207.25,2024-03-06
O057372,C0372,224.96,2024-03-07
O057373,C0373,241.77,2024-03-08
O057374,C0374,258.2,2024-03-09
O057375,C0375,275.92,2024-03-10
O057376,C0376,292.63,2024-03-11
O057377,C0377,309.3,2024-03-12
O057378,C0378,326.45,2024-03-13
O057379,C0379,343.18,2024-03-14
O057380,C0380,360.45,2024-03-15
O057381,C0381,377.46,2024-03-16
O057382,C0382,394.63,2024-03-17
O057383,C0383,411.33,2024-03-18
O057384,C0384,428.92,2024-03-19
O057385,C0385,445.49,2024-03-20
O057386,C0386,462.44,2024-03-21
O057387,C0387,479.89,2024-03-22
O057388,C0388,496.07,2024-03-23
O057389,C0389,513.36,2024-03-24
O057390,C0390,530.51,2024-03-25
O057391,C0391,547.14,2024-03-26
O057392,C0392,564.37,2024-03-27
O057393,C0393,581.66,2024-03-28
O057394,C0394,598.75,2024-03-29
O057395,C0395,615.81,2024-03-30
O057396,C0396,632.89,2024-03-31
O057397,C0397,649.89,2024-04-01
O057398,C0398,666.26,2024-04-02
O057399,C0399,683.06,2024-04-03
O057400,C0400,700.31,2024-04-04
O057401,C0401,717.35,2024-04-05
O057402,C0402,734.15,2024-04-06
O057403,C0403,751.08,2024-04-07
O057404,C0404,768.33,2024-04-08
O057405,C0405,785.71,2024-04-09
O057406,C0406,802.42,2024-04-10
